15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
8425008873 [Pos{x=672, y=0, z=1760}, Pos{x=-672, y=0, z=2528}, Pos{x=2592, y=0, z=64}, Pos{x=800, y=0, z=-2304}, Pos{x=528, y=0, z=2288}]
8425345990 [Pos{x=-1184, y=0, z=1248}, Pos{x=1952, y=0, z=-992}, Pos{x=2832, y=0, z=-2960}, Pos{x=608, y=0, z=-2496}, Pos{x=1088, y=0, z=2048}]
8427387716 [Pos{x=-592, y=0, z=1296}, Pos{x=-752, y=0, z=-848}, Pos{x=3040, y=0, z=-2752}, Pos{x=2304, y=0, z=1280}, Pos{x=2688, y=0, z=-2592}]
8431865801 [Pos{x=1472, y=0, z=768}, Pos{x=-2336, y=0, z=-1280}, Pos{x=1696, y=0, z=-2432}, Pos{x=2848, y=0, z=1088}, Pos{x=256, y=0, z=800}]
8432846035 [Pos{x=-2336, y=0, z=1568}, Pos{x=-864, y=0, z=1728}, Pos{x=3040, y=0, z=1312}, Pos{x=-480, y=0, z=-1536}, Pos{x=-1536, y=0, z=-1088}]
8438948687 [Pos{x=1200, y=0, z=-2576}, Pos{x=2912, y=0, z=2112}, Pos{x=1360, y=0, z=2160}, Pos{x=112, y=0, z=-1744}, Pos{x=1824, y=0, z=-896}]
8439467444 [Pos{x=-128, y=0, z=-1248}, Pos{x=2208, y=0, z=-3040}, Pos{x=3040, y=0, z=2816}, Pos{x=2848, y=0, z=64}, Pos{x=320, y=0, z=-2496}]
8448081231 [Pos{x=-960, y=0, z=992}, Pos{x=2592, y=0, z=-64}, Pos{x=1952, y=0, z=1344}, Pos{x=2848, y=0, z=-1280}, Pos{x=2432, y=0, z=-288}]
8450337814 [Pos{x=-944, y=0, z=-1584}, Pos{x=2704, y=0, z=-2096}, Pos{x=1552, y=0, z=560}, Pos{x=-1776, y=0, z=-2096}, Pos{x=3040, y=0, z=-2752}]
8450611023 [Pos{x=1696, y=0, z=1600}, Pos{x=1872, y=0, z=-3056}, Pos{x=3040, y=0, z=2464}, Pos{x=2848, y=0, z=1024}, Pos{x=3040, y=0, z=-480}]
8450762349 [Pos{x=640, y=0, z=-1344}, Pos{x=592, y=0, z=1328}, Pos{x=-1488, y=0, z=-2800}, Pos{x=3040, y=0, z=1920}, Pos{x=-1456, y=0, z=240}]
8454104239 [Pos{x=592, y=0, z=-2192}, Pos{x=1184, y=0, z=1568}, Pos{x=2944, y=0, z=3040}, Pos{x=-656, y=0, z=-2576}, Pos{x=3040, y=0, z=-1600}]
8454152519 [Pos{x=2448, y=0, z=2320}, Pos{x=2912, y=0, z=-1600}, Pos{x=-1248, y=0, z=800}, Pos{x=3040, y=0, z=448}, Pos{x=2752, y=0, z=-3072}]
8458773861 [Pos{x=1696, y=0, z=-2848}, Pos{x=-1824, y=0, z=-2752}, Pos{x=1696, y=0, z=896}, Pos{x=-2416, y=0, z=-1712}, Pos{x=2704, y=0, z=1968}]
8459597585 [Pos{x=-1136, y=0, z=816}, Pos{x=-1184, y=0, z=32}, Pos{x=-1248, y=0, z=-3072}, Pos{x=-752, y=0, z=-2000}, Pos{x=768, y=0, z=2272}]
8462507392 [Pos{x=2880, y=0, z=3040}, Pos{x=3008, y=0, z=-256}, Pos{x=-1440, y=0, z=-960}, Pos{x=2368, y=0, z=-1760}, Pos{x=-2048, y=0, z=3040}]
8466485823 [Pos{x=1088, y=0, z=2912}, Pos{x=2976, y=0, z=-1952}, Pos{x=-1968, y=0, z=-2032}, Pos{x=-752, y=0, z=2800}, Pos{x=-736, y=0, z=192}]
8467511350 [Pos{x=1856, y=0, z=672}, Pos{x=-1776, y=0, z=-3024}, Pos{x=-2400, y=0, z=-480}, Pos{x=32, y=0, z=2176}, Pos{x=1440, y=0, z=2080}]
8470428357 [Pos{x=-1456, y=0, z=144}, Pos{x=2528, y=0, z=-128}, Pos{x=2976, y=0, z=2080}, Pos{x=-2688, y=0, z=-2944}, Pos{x=400, y=0, z=-1552}]
8470972296 [Pos{x=-1888, y=0, z=-448}, Pos{x=-1520, y=0, z=2480}, Pos{x=2064, y=0, z=-2832}, Pos{x=-352, y=0, z=-1408}, Pos{x=-1264, y=0, z=-3056}]
8471029165 [Pos{x=-976, y=0, z=-1520}, Pos{x=2960, y=0, z=-784}, Pos{x=3024, y=0, z=1904}, Pos{x=-1744, y=0, z=-176}, Pos{x=-992, y=0, z=-1824}]
8471246381 [Pos{x=304, y=0, z=1168}, Pos{x=-1968, y=0, z=1008}, Pos{x=2592, y=0, z=2080}, Pos{x=3040, y=0, z=-1696}, Pos{x=1936, y=0, z=976}]
8471964996 [Pos{x=960, y=0, z=-960}, Pos{x=-2160, y=0, z=-784}, Pos{x=3040, y=0, z=832}, Pos{x=1456, y=0, z=3024}, Pos{x=608, y=0, z=1024}]
8473687556 [Pos{x=1104, y=0, z=-816}, Pos{x=2400, y=0, z=512}, Pos{x=-1792, y=0, z=-2880}, Pos{x=-1120, y=0, z=1792}, Pos{x=2432, y=0, z=2592}]
8475355933 [Pos{x=224, y=0, z=-2592}, Pos{x=-2480, y=0, z=1488}, Pos{x=2912, y=0, z=2464}, Pos{x=3024, y=0, z=1904}, Pos{x=2528, y=0, z=-1024}]
8476708616 [Pos{x=-2912, y=0, z=-2048}, Pos{x=256, y=0, z=2240}, Pos{x=2464, y=0, z=576}, Pos{x=3040, y=0, z=64}, Pos{x=-2288, y=0, z=-1232}]
8477089158 [Pos{x=1248, y=0, z=-448}, Pos{x=1824, y=0, z=-3072}, Pos{x=-752, y=0, z=-2608}, Pos{x=-912, y=0, z=2960}, Pos{x=-2272, y=0, z=-3008}]
8477216522 [Pos{x=1920, y=0, z=1184}, Pos{x=3040, y=0, z=-2240}, Pos{x=3040, y=0, z=-768}, Pos{x=2880, y=0, z=2848}, Pos{x=-864, y=0, z=-2048}]
8479592644 [Pos{x=-1088, y=0, z=2848}, Pos{x=1120, y=0, z=-2048}, Pos{x=3040, y=0, z=-544}, Pos{x=2848, y=0, z=-1344}, Pos{x=-912, y=0, z=-976}]
8484557684 [Pos{x=-608, y=0, z=1312}, Pos{x=2096, y=0, z=1840}, Pos{x=-2144, y=0, z=-896}, Pos{x=2112, y=0, z=-2464}, Pos{x=1008, y=0, z=-2064}]
8488018100 [Pos{x=3008, y=0, z=2848}, Pos{x=2944, y=0, z=-1984}, Pos{x=1952, y=0, z=-1792}, Pos{x=800, y=0, z=-2752}, Pos{x=-2432, y=0, z=-832}]
8489284309 [Pos{x=2896, y=0, z=400}, Pos{x=-960, y=0, z=2816}, Pos{x=2976, y=0, z=-960}, Pos{x=-352, y=0, z=-2624}, Pos{x=2272, y=0, z=832}]
8496347939 [Pos{x=-704, y=0, z=-2304}, Pos{x=2256, y=0, z=1264}, Pos{x=2800, y=0, z=-944}, Pos{x=2864, y=0, z=-400}, Pos{x=1056, y=0, z=-2112}]
8498760552 [Pos{x=-592, y=0, z=-2576}, Pos{x=-256, y=0, z=1248}, Pos{x=-2432, y=0, z=-1920}, Pos{x=3040, y=0, z=2560}, Pos{x=224, y=0, z=-1280}]
8499564453 [Pos{x=1344, y=0, z=2656}, Pos{x=-1440, y=0, z=1152}, Pos{x=-2720, y=0, z=544}, Pos{x=3040, y=0, z=-672}, Pos{x=-160, y=0, z=-2048}]
8501859193 [Pos{x=2144, y=0, z=1696}, Pos{x=-2608, y=0, z=-2512}, Pos{x=1824, y=0, z=-2048}, Pos{x=3024, y=0, z=1040}, Pos{x=2224, y=0, z=2768}]
8502978339 [Pos{x=-2752, y=0, z=1600}, Pos{x=2144, y=0, z=-896}, Pos{x=3040, y=0, z=416}, Pos{x=-768, y=0, z=3040}, Pos{x=2400, y=0, z=1056}]
8503096073 [Pos{x=368, y=0, z=2320}, Pos{x=3040, y=0, z=2944}, Pos{x=2720, y=0, z=-1472}, Pos{x=3040, y=0, z=896}, Pos{x=-2464, y=0, z=-1792}]
8504579380 [Pos{x=-304, y=0, z=-752}, Pos{x=2208, y=0, z=-1024}, Pos{x=3040, y=0, z=-2432}, Pos{x=2976, y=0, z=1216}, Pos{x=-656, y=0, z=2448}]
8507254202 [Pos{x=-1984, y=0, z=-1248}, Pos{x=-1904, y=0, z=2544}, Pos{x=-2784, y=0, z=96}, Pos{x=1616, y=0, z=-3056}, Pos{x=-608, y=0, z=-1024}]
8510193195 [Pos{x=-1136, y=0, z=-2032}, Pos{x=2208, y=0, z=-704}, Pos{x=2672, y=0, z=1008}, Pos{x=1824, y=0, z=-1824}, Pos{x=3040, y=0, z=2336}]
8512778389 [Pos{x=-2368, y=0, z=-992}, Pos{x=2784, y=0, z=-192}, Pos{x=2368, y=0, z=-2560}, Pos{x=-480, y=0, z=-2688}, Pos{x=16, y=0, z=-1328}]
8512941884 [Pos{x=928, y=0, z=2848}, Pos{x=-2688, y=0, z=-2208}, Pos{x=2464, y=0, z=2304}, Pos{x=2864, y=0, z=464}, Pos{x=-336, y=0, z=-2800}]
8513925851 [Pos{x=-1456, y=0, z=-80}, Pos{x=-1248, y=0, z=2816}, Pos{x=1568, y=0, z=-2112}, Pos{x=-2352, y=0, z=2768}, Pos{x=1968, y=0, z=80}]
8524159064 [Pos{x=192, y=0, z=1024}, Pos{x=2944, y=0, z=-1408}, Pos{x=1312, y=0, z=-2304}, Pos{x=2912, y=0, z=1280}, Pos{x=-1504, y=0, z=-3072}]
8524625651 [Pos{x=1200, y=0, z=-2032}, Pos{x=1696, y=0, z=2240}, Pos{x=2624, y=0, z=-192}, Pos{x=-2656, y=0, z=1024}, Pos{x=-352, y=0, z=-3072}]
8524729347 [Pos{x=640, y=0, z=-1024}, Pos{x=-2512, y=0, z=944}, Pos{x=160, y=0, z=-2624}, Pos{x=3040, y=0, z=1248}, Pos{x=1984, y=0, z=1280}]
8526607045 [Pos{x=-1008, y=0, z=-1744}, Pos{x=-720, y=0, z=-2896}, Pos{x=-1312, y=0, z=3040}, Pos{x=3024, y=0, z=-2768}, Pos{x=-368, y=0, z=48}]
8527070378 [Pos{x=2592, y=0, z=-2112}, Pos{x=-336, y=0, z=2256}, Pos{x=-1648, y=0, z=2448}, Pos{x=2912, y=0, z=-2688}, Pos{x=1632, y=0, z=96}]
8528562913 [Pos{x=-448, y=0, z=800}, Pos{x=2000, y=0, z=2032}, Pos{x=3040, y=0, z=-2112}, Pos{x=2064, y=0, z=-3056}, Pos{x=2976, y=0, z=2880}]
8528867930 [Pos{x=2656, y=0, z=1984}, Pos{x=-208, y=0, z=464}, Pos{x=1184, y=0, z=-320}, Pos{x=-1696, y=0, z=192}, Pos{x=-2496, y=0, z=-2016}]
8530978878 [Pos{x=-1120, y=0, z=320}, Pos{x=1056, y=0, z=128}, Pos{x=3040, y=0, z=-2464}, Pos{x=2144, y=0, z=-1056}, Pos{x=-2240, y=0, z=-992}]
8531655482 [Pos{x=-1936, y=0, z=-3056}, Pos{x=2048, y=0, z=2496}, Pos{x=-2352, y=0, z=-144}, Pos{x=304, y=0, z=-1648}, Pos{x=-688, y=0, z=-2992}]
8532728391 [Pos{x=2784, y=0, z=-1088}, Pos{x=2720, y=0, z=2016}, Pos{x=-2448, y=0, z=1840}, Pos{x=3040, y=0, z=2688}, Pos{x=1296, y=0, z=1616}]
8534006554 [Pos{x=2368, y=0, z=832}, Pos{x=-1184, y=0, z=1376}, Pos{x=1648, y=0, z=2768}, Pos{x=2368, y=0, z=2560}, Pos{x=-800, y=0, z=1280}]
8535093149 [Pos{x=-2464, y=0, z=224}, Pos{x=-2144, y=0, z=2752}, Pos{x=3040, y=0, z=1472}, Pos{x=-2272, y=0, z=2656}, Pos{x=-448, y=0, z=-1792}]
8535861460 [Pos{x=1248, y=0, z=-2816}, Pos{x=1712, y=0, z=2576}, Pos{x=-1776, y=0, z=-2192}, Pos{x=2928, y=0, z=1328}, Pos{x=1120, y=0, z=-2080}]
8536599518 [Pos{x=3040, y=0, z=-1664}, Pos{x=-1504, y=0, z=-1472}, Pos{x=3040, y=0, z=896}, Pos{x=2672, y=0, z=-3056}, Pos{x=480, y=0, z=2176}]
8540653725 [Pos{x=2512, y=0, z=-784}, Pos{x=2976, y=0, z=2048}, Pos{x=-1440, y=0, z=2432}, Pos{x=-1088, y=0, z=1024}, Pos{x=1696, y=0, z=1888}]
8540726986 [Pos{x=2640, y=0, z=-2512}, Pos{x=-2336, y=0, z=1600}, Pos{x=-304, y=0, z=2960}, Pos{x=-1504, y=0, z=2560}, Pos{x=-2144, y=0, z=-64}]
8542404578 [Pos{x=-2496, y=0, z=-1536}, Pos{x=-2592, y=0, z=3040}, Pos{x=-384, y=0, z=2112}, Pos{x=-960, y=0, z=-2208}, Pos{x=1632, y=0, z=-256}]
8542734386 [Pos{x=-2608, y=0, z=-560}, Pos{x=2656, y=0, z=768}, Pos{x=2464, y=0, z=640}, Pos{x=1920, y=0, z=-2752}, Pos{x=704, y=0, z=0}]
8544536374 [Pos{x=-912, y=0, z=1904}, Pos{x=928, y=0, z=2240}, Pos{x=-2784, y=0, z=2752}, Pos{x=3024, y=0, z=1584}, Pos{x=-2448, y=0, z=-80}]
8545233147 [Pos{x=2528, y=0, z=-3072}, Pos{x=-2944, y=0, z=2176}, Pos{x=1888, y=0, z=2560}, Pos{x=1792, y=0, z=3040}, Pos{x=3040, y=0, z=-1760}]
8545816994 [Pos{x=2016, y=0, z=2304}, Pos{x=1360, y=0, z=-2928}, Pos{x=-1120, y=0, z=2496}, Pos{x=2592, y=0, z=2208}, Pos{x=3040, y=0, z=-1696}]
8551331453 [Pos{x=1104, y=0, z=2000}, Pos{x=1424, y=0, z=-2736}, Pos{x=112, y=0, z=-1872}, Pos{x=-64, y=0, z=3040}, Pos{x=2912, y=0, z=-2752}]
8553494571 [Pos{x=3040, y=0, z=704}, Pos{x=-1648, y=0, z=-2576}, Pos{x=-2992, y=0, z=1328}, Pos{x=1632, y=0, z=-2848}, Pos{x=1280, y=0, z=-96}]
8554990736 [Pos{x=-2720, y=0, z=3040}, Pos{x=2896, y=0, z=-528}, Pos{x=1440, y=0, z=1984}, Pos{x=2976, y=0, z=2944}, Pos{x=1392, y=0, z=-176}]
8556737314 [Pos{x=-2848, y=0, z=-1248}, Pos{x=-1184, y=0, z=-1888}, Pos{x=2528, y=0, z=-2688}, Pos{x=3040, y=0, z=-1984}, Pos{x=-1760, y=0, z=256}]
8559187396 [Pos{x=112, y=0, z=-3056}, Pos{x=3040, y=0, z=1088}, Pos{x=880, y=0, z=2032}, Pos{x=3040, y=0, z=-1408}, Pos{x=-1600, y=0, z=-896}]
8559517619 [Pos{x=2464, y=0, z=-1792}, Pos{x=1168, y=0, z=-2288}, Pos{x=1200, y=0, z=-1232}, Pos{x=832, y=0, z=-2848}, Pos{x=-1504, y=0, z=2752}]
8559817082 [Pos{x=2208, y=0, z=-800}, Pos{x=1888, y=0, z=-2560}, Pos{x=160, y=0, z=2944}, Pos{x=-544, y=0, z=2368}, Pos{x=-1680, y=0, z=-496}]
8560153521 [Pos{x=1504, y=0, z=-1024}, Pos{x=-1968, y=0, z=1360}, Pos{x=-2144, y=0, z=2048}, Pos{x=-704, y=0, z=2592}, Pos{x=-752, y=0, z=-752}]
8561082490 [Pos{x=2224, y=0, z=16}, Pos{x=2128, y=0, z=2384}, Pos{x=1632, y=0, z=-1216}, Pos{x=-1696, y=0, z=0}, Pos{x=-2848, y=0, z=832}]
8562805185 [Pos{x=-1120, y=0, z=-1504}, Pos{x=2640, y=0, z=-2640}, Pos{x=-2320, y=0, z=48}, Pos{x=2960, y=0, z=2288}, Pos{x=1376, y=0, z=-768}]
8563788225 [Pos{x=1568, y=0, z=672}, Pos{x=1552, y=0, z=-2032}, Pos{x=2128, y=0, z=1904}, Pos{x=3040, y=0, z=-2048}, Pos{x=288, y=0, z=-2368}]
8566342574 [Pos{x=1184, y=0, z=-3040}, Pos{x=-768, y=0, z=-1792}, Pos{x=-1184, y=0, z=-768}, Pos{x=1312, y=0, z=2912}, Pos{x=2448, y=0, z=-1520}]
8566702827 [Pos{x=-1872, y=0, z=496}, Pos{x=-2288, y=0, z=-2448}, Pos{x=3040, y=0, z=1472}, Pos{x=-2544, y=0, z=1168}, Pos{x=2496, y=0, z=3040}]
8567461132 [Pos{x=1344, y=0, z=-96}, Pos{x=-1600, y=0, z=2496}, Pos{x=-1696, y=0, z=3008}, Pos{x=-2160, y=0, z=-1968}, Pos{x=3040, y=0, z=-544}]
8569738921 [Pos{x=-2656, y=0, z=-768}, Pos{x=2336, y=0, z=2176}, Pos{x=1760, y=0, z=1600}, Pos{x=1168, y=0, z=-2160}, Pos{x=-1760, y=0, z=-2944}]
8571764139 [Pos{x=3040, y=0, z=-928}, Pos{x=352, y=0, z=2432}, Pos{x=-800, y=0, z=3008}, Pos{x=-1728, y=0, z=-64}, Pos{x=944, y=0, z=1968}]
8576992058 [Pos{x=2944, y=0, z=1024}, Pos{x=-416, y=0, z=192}, Pos{x=816, y=0, z=3024}, Pos{x=3040, y=0, z=-1088}, Pos{x=1216, y=0, z=-2784}]
8578087387 [Pos{x=-1184, y=0, z=352}, Pos{x=288, y=0, z=-2816}, Pos{x=1760, y=0, z=2368}, Pos{x=3040, y=0, z=2464}, Pos{x=-1040, y=0, z=1520}]
8578452254 [Pos{x=-2768, y=0, z=176}, Pos{x=736, y=0, z=-3072}, Pos{x=-2544, y=0, z=432}, Pos{x=3040, y=0, z=-448}, Pos{x=1120, y=0, z=-352}]
8578956494 [Pos{x=1776, y=0, z=2544}, Pos{x=-1184, y=0, z=-2560}, Pos{x=1632, y=0, z=-1344}, Pos{x=-1952, y=0, z=-384}, Pos{x=3040, y=0, z=1248}]
8581311329 [Pos{x=-1232, y=0, z=-944}, Pos{x=1264, y=0, z=-720}, Pos{x=1328, y=0, z=944}, Pos{x=2592, y=0, z=-3072}, Pos{x=544, y=0, z=-896}]
8581796695 [Pos{x=-2624, y=0, z=-1600}, Pos{x=2368, y=0, z=-224}, Pos{x=3040, y=0, z=2432}, Pos{x=2464, y=0, z=-2368}, Pos{x=-1744, y=0, z=48}]
8583878795 [Pos{x=880, y=0, z=944}, Pos{x=1616, y=0, z=-2128}, Pos{x=-2912, y=0, z=-2944}, Pos{x=3008, y=0, z=2304}, Pos{x=-624, y=0, z=1264}]
8584417066 [Pos{x=-416, y=0, z=2560}, Pos{x=2720, y=0, z=-2848}, Pos{x=-1696, y=0, z=2048}, Pos{x=-2144, y=0, z=-2176}, Pos{x=2144, y=0, z=256}]
8585015813 [Pos{x=288, y=0, z=-1312}, Pos{x=1216, y=0, z=704}, Pos{x=3040, y=0, z=-1632}, Pos{x=3040, y=0, z=-1664}, Pos{x=2704, y=0, z=2992}]
8589818245 [Pos{x=-2752, y=0, z=-416}, Pos{x=1440, y=0, z=1024}, Pos{x=-1792, y=0, z=-1504}, Pos{x=-32, y=0, z=3008}, Pos{x=2208, y=0, z=-2560}]
8590536880 [Pos{x=3040, y=0, z=-2880}, Pos{x=816, y=0, z=-528}, Pos{x=-2160, y=0, z=-1232}, Pos{x=1632, y=0, z=-1312}, Pos{x=-1888, y=0, z=2624}]
8591299329 [Pos{x=-1104, y=0, z=1264}, Pos{x=-2144, y=0, z=192}, Pos{x=2448, y=0, z=2576}, Pos{x=1760, y=0, z=3008}, Pos{x=2400, y=0, z=-512}]
8591604653 [Pos{x=-800, y=0, z=1024}, Pos{x=928, y=0, z=2496}, Pos{x=3040, y=0, z=2400}, Pos{x=-2256, y=0, z=-1648}, Pos{x=1632, y=0, z=3040}]
8597101418 [Pos{x=-688, y=0, z=496}, Pos{x=3040, y=0, z=1888}, Pos{x=3040, y=0, z=2944}, Pos{x=160, y=0, z=2944}, Pos{x=160, y=0, z=576}]
8600268548 [Pos{x=112, y=0, z=2704}, Pos{x=2672, y=0, z=720}, Pos{x=3040, y=0, z=2144}, Pos{x=-208, y=0, z=2224}, Pos{x=-2656, y=0, z=-320}]
8601382284 [Pos{x=1376, y=0, z=-3040}, Pos{x=112, y=0, z=784}, Pos{x=-2336, y=0, z=256}, Pos{x=2848, y=0, z=-64}, Pos{x=1632, y=0, z=-1664}]
8605767791 [Pos{x=1360, y=0, z=2000}, Pos{x=2656, y=0, z=-1536}, Pos{x=3040, y=0, z=-1152}, Pos{x=-928, y=0, z=-3040}, Pos{x=384, y=0, z=-768}]
8610024399 [Pos{x=2208, y=0, z=576}, Pos{x=-2544, y=0, z=-1360}, Pos{x=-704, y=0, z=3040}, Pos{x=3024, y=0, z=1040}, Pos{x=2720, y=0, z=1856}]
8610140800 [Pos{x=-1120, y=0, z=-3008}, Pos{x=272, y=0, z=-1776}, Pos{x=3040, y=0, z=-3008}, Pos{x=-2384, y=0, z=-240}, Pos{x=3040, y=0, z=-96}]
8610449355 [Pos{x=1072, y=0, z=-2672}, Pos{x=-768, y=0, z=-2048}, Pos{x=-1248, y=0, z=-2112}, Pos{x=2624, y=0, z=-2304}, Pos{x=320, y=0, z=-2240}]
8611083701 [Pos{x=-1392, y=0, z=-240}, Pos{x=1440, y=0, z=2176}, Pos{x=2640, y=0, z=2960}, Pos{x=3024, y=0, z=-48}, Pos{x=608, y=0, z=-1280}]
8611656345 [Pos{x=1600, y=0, z=-1184}, Pos{x=-1504, y=0, z=1984}, Pos{x=-1248, y=0, z=1024}, Pos{x=3040, y=0, z=1216}, Pos{x=352, y=0, z=2048}]
8616839671 [Pos{x=1504, y=0, z=-1312}, Pos{x=160, y=0, z=-3040}, Pos{x=1568, y=0, z=-3072}, Pos{x=3040, y=0, z=-3040}, Pos{x=-2000, y=0, z=3024}]
8617672602 [Pos{x=-1696, y=0, z=-1184}, Pos{x=-2560, y=0, z=-448}, Pos{x=-2736, y=0, z=2032}, Pos{x=-2928, y=0, z=784}, Pos{x=-544, y=0, z=-2560}]
8619238370 [Pos{x=-1504, y=0, z=800}, Pos{x=-576, y=0, z=-3072}, Pos{x=2752, y=0, z=-1600}, Pos{x=2336, y=0, z=-2816}, Pos{x=-1040, y=0, z=16}]
8623321443 [Pos{x=2144, y=0, z=-2816}, Pos{x=-1504, y=0, z=-320}, Pos{x=-1968, y=0, z=2960}, Pos{x=-2464, y=0, z=-3072}, Pos{x=-80, y=0, z=-3056}]
8623440228 [Pos{x=592, y=0, z=2864}, Pos{x=-2512, y=0, z=176}, Pos{x=3024, y=0, z=-848}, Pos{x=-1008, y=0, z=-1264}, Pos{x=1376, y=0, z=2304}]
8628911238 [Pos{x=-2384, y=0, z=2832}, Pos{x=-208, y=0, z=-1456}, Pos{x=3040, y=0, z=-2112}, Pos{x=-1792, y=0, z=1792}, Pos{x=1520, y=0, z=-2096}]
8630873416 [Pos{x=432, y=0, z=-1328}, Pos{x=2656, y=0, z=-2752}, Pos{x=-2528, y=0, z=-1536}, Pos{x=-2544, y=0, z=-368}, Pos{x=2976, y=0, z=-1248}]
8632720644 [Pos{x=1472, y=0, z=768}, Pos{x=-1472, y=0, z=320}, Pos{x=3040, y=0, z=-1856}, Pos{x=-416, y=0, z=1280}, Pos{x=-3008, y=0, z=2560}]
8634541093 [Pos{x=-3008, y=0, z=-2368}, Pos{x=3040, y=0, z=-96}, Pos{x=560, y=0, z=1552}, Pos{x=-2288, y=0, z=560}, Pos{x=3040, y=0, z=1152}]
8635431350 [Pos{x=-336, y=0, z=-2064}, Pos{x=352, y=0, z=2528}, Pos{x=2176, y=0, z=-2688}, Pos{x=2992, y=0, z=2032}, Pos{x=1152, y=0, z=-768}]
8636505484 [Pos{x=1632, y=0, z=-1376}, Pos{x=960, y=0, z=-768}, Pos{x=3040, y=0, z=-2080}, Pos{x=2880, y=0, z=2112}, Pos{x=2368, y=0, z=288}]
8639227748 [Pos{x=3040, y=0, z=-2272}, Pos{x=-2240, y=0, z=768}, Pos{x=-2400, y=0, z=1856}, Pos{x=1888, y=0, z=-3072}, Pos{x=2080, y=0, z=2880}]
8639757221 [Pos{x=1200, y=0, z=16}, Pos{x=-1888, y=0, z=-768}, Pos{x=-2512, y=0, z=-1072}, Pos{x=2320, y=0, z=2448}, Pos{x=3040, y=0, z=2432}]
8641188598 [Pos{x=2464, y=0, z=-480}, Pos{x=-800, y=0, z=-2048}, Pos{x=3040, y=0, z=1344}, Pos{x=3040, y=0, z=-2592}, Pos{x=-2832, y=0, z=-1744}]
8643106765 [Pos{x=-544, y=0, z=128}, Pos{x=3040, y=0, z=-576}, Pos{x=2528, y=0, z=-3008}, Pos{x=-256, y=0, z=-2048}, Pos{x=1632, y=0, z=-1024}]
8643951902 [Pos{x=3040, y=0, z=-1920}, Pos{x=2656, y=0, z=1984}, Pos{x=2176, y=0, z=1216}, Pos{x=1600, y=0, z=-1792}, Pos{x=-1712, y=0, z=-2288}]
8643972232 [Pos{x=896, y=0, z=2464}, Pos{x=1888, y=0, z=-2048}, Pos{x=-2976, y=0, z=64}, Pos{x=3040, y=0, z=-608}, Pos{x=-1424, y=0, z=-1168}]
8645096758 [Pos{x=-848, y=0, z=-2000}, Pos{x=-2016, y=0, z=-1984}, Pos{x=2720, y=0, z=448}, Pos{x=2416, y=0, z=-16}, Pos{x=544, y=0, z=1216}]
8647263717 [Pos{x=-3008, y=0, z=2304}, Pos{x=-2912, y=0, z=-64}, Pos{x=2912, y=0, z=2880}, Pos{x=3040, y=0, z=-704}, Pos{x=-336, y=0, z=-3056}]
8649981199 [Pos{x=2144, y=0, z=1152}, Pos{x=-1440, y=0, z=-2240}, Pos{x=1360, y=0, z=-3056}, Pos{x=-2976, y=0, z=-160}, Pos{x=1408, y=0, z=2112}]
8652555494 [Pos{x=-448, y=0, z=3008}, Pos{x=-2288, y=0, z=1488}, Pos{x=3040, y=0, z=-384}, Pos{x=-432, y=0, z=-2544}, Pos{x=3040, y=0, z=2016}]
8658920608 [Pos{x=-1440, y=0, z=1152}, Pos{x=464, y=0, z=1808}, Pos{x=-1424, y=0, z=-1584}, Pos{x=2256, y=0, z=-2800}, Pos{x=2464, y=0, z=2560}]
8660142993 [Pos{x=-1712, y=0, z=2768}, Pos{x=-160, y=0, z=-1792}, Pos{x=2592, y=0, z=256}, Pos{x=3040, y=0, z=608}, Pos{x=288, y=0, z=864}]
8660486331 [Pos{x=928, y=0, z=2080}, Pos{x=-736, y=0, z=1952}, Pos{x=-928, y=0, z=-2944}, Pos{x=1248, y=0, z=2560}, Pos{x=-320, y=0, z=-1056}]
8660542871 [Pos{x=1680, y=0, z=1360}, Pos{x=352, y=0, z=3040}, Pos{x=-256, y=0, z=3040}, Pos{x=3040, y=0, z=2368}, Pos{x=288, y=0, z=-2112}]
8663924834 [Pos{x=-2384, y=0, z=2608}, Pos{x=2144, y=0, z=-2624}, Pos{x=-352, y=0, z=-3072}, Pos{x=-864, y=0, z=-2816}, Pos{x=1344, y=0, z=-2944}]
8669237398 [Pos{x=1664, y=0, z=-832}, Pos{x=-1488, y=0, z=144}, Pos{x=400, y=0, z=1968}, Pos{x=2624, y=0, z=-1760}, Pos{x=3040, y=0, z=2624}]
8674155543 [Pos{x=-928, y=0, z=3040}, Pos{x=2064, y=0, z=-848}, Pos{x=2464, y=0, z=-1760}, Pos{x=-3024, y=0, z=336}, Pos{x=1616, y=0, z=2064}]
8675397824 [Pos{x=1952, y=0, z=-736}, Pos{x=-2288, y=0, z=-16}, Pos{x=1232, y=0, z=2576}, Pos{x=-448, y=0, z=1760}, Pos{x=256, y=0, z=-128}]
8679784361 [Pos{x=3040, y=0, z=-736}, Pos{x=-2272, y=0, z=-2816}, Pos{x=2304, y=0, z=1856}, Pos{x=-1728, y=0, z=1792}, Pos{x=1584, y=0, z=464}]
